name,address,specialty
天成醫療社團法人天晟醫院,桃園市中壢區延平路155號,"家庭醫學科,內科,外科,兒科,婦產科,骨科,神經科,神經外科,泌尿科,耳鼻喉科,眼科,皮膚科,精神科,復健科,麻醉科,放射診斷科,解剖病理科,急診醫學科,職業醫學科,牙醫一般科,"
河畔皮膚專科診所,桃園市蘆竹區大正街27號1樓,"皮膚科,"
長庚醫療財團法人桃園長庚紀念醫院,桃園市龜山區舊路里頂湖路123號、123之1號,"家庭醫學科,內科,外科,兒科,婦產科,骨科,神經科,泌尿科,耳鼻喉科,眼科,皮膚科,精神科,復健科,麻醉科,放射診斷科,解剖病理科,核子醫學科,急診醫學科,整形外科,牙醫一般科,中醫一般科,"
長庚醫療財團法人林口長庚紀念醫院,桃園市龜山區公西里復興街5號、5之7號及文化一路15號,"家庭醫學科,內科,外科,兒科,婦產科,骨科,神經科,神經外科,泌尿科,耳鼻喉科,眼科,皮膚科,精神科,復健科,麻醉科,放射診斷科,放射腫瘤科,解剖病理科,臨床病理科,核子醫學科,急診醫學科,整形外科,職業醫學科,西醫一般科,牙醫一般科,中醫一般科,"
國軍桃園總醫院附設民眾診療服務處,桃園市龍潭區中興路168號,"家庭醫學科,內科,外科,兒科,婦產科,骨科,神經科,神經外科,泌尿科,耳鼻喉科,眼科,皮膚科,精神科,復健科,麻醉科,放射診斷科,放射腫瘤科,臨床病理科,核子醫學科,急診醫學科,整形外科,職業醫學科,牙醫一般科,中醫一般科,"
聯新國際醫院,桃園市平鎮區廣泰路七七號、桃園市平鎮區延平路二段430巷115號,"家庭醫學科,內科,外科,兒科,婦產科,骨科,神經科,神經外科,泌尿科,耳鼻喉科,眼科,皮膚科,精神科,復健科,麻醉科,放射診斷科,放射腫瘤科,解剖病理科,臨床病理科,核子醫學科,急診醫學科,整形外科,職業醫學科,牙醫一般科,中醫一般科,"
江皮膚科診所,桃園市新屋區中華路427號1樓,"皮膚科,"
國立臺灣大學醫學院附設醫院新竹臺大分院生醫醫院,新竹縣竹北市生醫路一段2號,"家庭醫學科,內科,外科,兒科,婦產科,骨科,神經科,泌尿科,耳鼻喉科,眼科,皮膚科,精神科,復健科,麻醉科,放射診斷科,放射腫瘤科,解剖病理科,核子醫學科,急診醫學科,牙醫一般科,"
人本美學整形外科診所,新竹縣竹北市縣政九路207號,"整形外科,"
何鈞軒皮膚科診所,新竹縣竹北市文喜街3號,"皮膚科,"
風華御髮植髮診所,新竹縣竹北市高鐵二路38號1樓及1樓夾層,"整形外科,"
劉家麟皮膚專科診所,新竹縣竹北市縣政九路一六二號一樓,"皮膚科,"
凡登整形外科診所,新竹縣竹北市文興路一段39號1-2樓,"麻醉科,整形外科,"
中國醫藥大學新竹附設醫院,新竹縣竹北市興隆路一段199號,"家庭醫學科,內科,外科,兒科,婦產科,骨科,神經科,神經外科,泌尿科,耳鼻喉科,眼科,精神科,復健科,麻醉科,放射診斷科,放射腫瘤科,解剖病理科,臨床病理科,核子醫學科,急診醫學科,整形外科,職業醫學科,牙醫一般科,中醫一般科,"
國立陽明交通大學附設醫院,宜蘭縣宜蘭市校舍路169號,"家庭醫學科,內科,外科,兒科,婦產科,骨科,神經科,神經外科,泌尿科,耳鼻喉科,眼科,精神科,復健科,麻醉科,放射診斷科,放射腫瘤科,解剖病理科,核子醫學科,急診醫學科,整形外科,職業醫學科,西醫一般科,牙醫一般科,中醫一般科,"
天主教靈醫會醫療財團法人羅東聖母醫院,宜蘭縣羅東鎮中正南路160號,"家庭醫學科,內科,外科,兒科,婦產科,骨科,神經科,神經外科,泌尿科,耳鼻喉科,眼科,皮膚科,精神科,復健科,麻醉科,放射診斷科,放射腫瘤科,解剖病理科,核子醫學科,急診醫學科,整形外科,職業醫學科,牙醫一般科,"
現代美學整形外科診所,宜蘭縣羅東鎮光榮路61-3號,"外科,整形外科,"
醫療財團法人羅許基金會羅東博愛醫院,宜蘭縣羅東鎮南昌街81、83號站前南路61、63號,"家庭醫學科,內科,外科,兒科,婦產科,骨科,神經科,神經外科,泌尿科,耳鼻喉科,眼科,皮膚科,精神科,復健科,麻醉科,放射診斷科,放射腫瘤科,解剖病理科,核子醫學科,急診醫學科,整形外科,職業醫學科,牙醫一般科,"
衛生福利部苗栗醫院,苗栗縣苗栗市為公路747號,"家庭醫學科,內科,外科,兒科,婦產科,骨科,神經科,神經外科,泌尿科,耳鼻喉科,眼科,精神科,復健科,麻醉科,放射診斷科,解剖病理科,急診醫學科,整形外科,職業醫學科,牙醫一般科,中醫一般科,"
大千綜合醫院,苗栗縣苗栗市大同路133號1至6樓(81栗建管苗字第405號)、大同路133號1至4樓(77栗建管苗字第00414號)信義路23號地下層（一）及1至7樓(85栗建管苗字第287號)恭敬路36號地下第3層及1至9樓 (97栗商建苗使字第00112號)、信義街36號1至8樓（101）栗商建苗使字第00127號,"家庭醫學科,內科,外科,兒科,婦產科,骨科,神經科,神經外科,泌尿科,復健科,麻醉科,放射診斷科,放射腫瘤科,解剖病理科,核子醫學科,急診醫學科,整形外科,職業醫學科,牙醫一般科,"
林介山泌尿科皮膚科診所,彰化縣彰化市長興街５２號,"泌尿科,皮膚科,"
彰化基督教醫療財團法人彰化基督教醫院,彰化縣彰化市南校街135號、中華路176號、旭光路235、旭光路320號(地下2樓至地下5樓、地上12樓至地上14樓),"家庭醫學科,內科,外科,婦產科,骨科,神經科,神經外科,泌尿科,耳鼻喉科,眼科,皮膚科,精神科,復健科,麻醉科,放射診斷科,放射腫瘤科,解剖病理科,臨床病理科,核子醫學科,急診醫學科,整形外科,職業醫學科,西醫一般科,牙醫一般科,中醫一般科,"
彰化基督教醫療財團法人彰化基督教兒童醫院,彰化縣彰化市光南里13鄰旭光路320號(地下1樓至地上11樓),"外科,兒科,骨科,神經外科,泌尿科,耳鼻喉科,皮膚科,精神科,復健科,麻醉科,放射診斷科,牙醫一般科,"
黃慶宗皮膚科診所,彰化縣彰化市和平路１１６號,"皮膚科,"
全方位整形外科診所,彰化縣彰化市南瑤里中正路二段825號1、2樓,"整形外科,"
秀傳醫療社團法人秀傳紀念醫院,彰化縣彰化市南瑤里中山路1段536、542號(醫療大樓)、彰化縣彰化市南瑤里南平街61巷6號(健檢中心)、彰化縣彰化市南瑤里中山路1段530巷123號(醫研大樓),"家庭醫學科,內科,外科,兒科,婦產科,骨科,神經科,神經外科,泌尿科,耳鼻喉科,眼科,皮膚科,精神科,復健科,麻醉科,放射診斷科,放射腫瘤科,解剖病理科,核子醫學科,急診醫學科,整形外科,職業醫學科,西醫一般科,牙醫一般科,中醫一般科,"
秀傳醫療財團法人彰濱秀傳紀念醫院,彰化縣鹿港鎮鹿工路6號、6-2號,"家庭醫學科,內科,外科,兒科,婦產科,骨科,神經科,神經外科,泌尿科,耳鼻喉科,眼科,皮膚科,精神科,復健科,麻醉科,放射診斷科,放射腫瘤科,解剖病理科,核子醫學科,急診醫學科,整形外科,職業醫學科,牙醫一般科,中醫一般科,"
員榮醫療社團法人員榮醫院,彰化縣員林市中正路201號,"家庭醫學科,內科,外科,婦產科,骨科,神經科,泌尿科,復健科,麻醉科,放射診斷科,急診醫學科,整形外科,牙醫一般科,中醫一般科,"
惠來醫療社團法人宏仁醫院,彰化縣員林市惠來里惠來街89號,"家庭醫學科,內科,外科,神經科,皮膚科,復健科,放射診斷科,"
衛生福利部彰化醫院,彰化縣埔心鄉中正路二段80號,"家庭醫學科,內科,外科,兒科,婦產科,骨科,神經科,神經外科,泌尿科,耳鼻喉科,眼科,皮膚科,精神科,復健科,麻醉科,放射診斷科,放射腫瘤科,解剖病理科,急診醫學科,牙醫一般科,中醫一般科,"
衛生福利部南投醫院,南投縣南投市復興路478號,"家庭醫學科,內科,外科,兒科,婦產科,骨科,神經科,神經外科,泌尿科,眼科,皮膚科,精神科,復健科,麻醉科,放射診斷科,放射腫瘤科,解剖病理科,臨床病理科,核子醫學科,急診醫學科,整形外科,牙醫一般科,中醫一般科,"
埔基醫療財團法人埔里基督教醫院,南投縣埔里鎮鐵山路一號,"家庭醫學科,內科,外科,兒科,婦產科,骨科,神經科,泌尿科,耳鼻喉科,眼科,皮膚科,精神科,復健科,麻醉科,放射診斷科,放射腫瘤科,解剖病理科,急診醫學科,整形外科,牙醫一般科,中醫一般科,"
國立臺灣大學醫學院附設醫院雲林分院,雲林縣斗六市雲林路二段579號,"家庭醫學科,內科,外科,兒科,婦產科,骨科,神經科,神經外科,泌尿科,耳鼻喉科,眼科,皮膚科,精神科,復健科,麻醉科,放射診斷科,放射腫瘤科,解剖病理科,臨床病理科,核子醫學科,急診醫學科,整形外科,職業醫學科,西醫一般科,牙醫一般科,"
長庚醫療財團法人嘉義長庚紀念醫院,嘉義縣朴子市仁和里長庚一路六號、嘉朴路西段八號,"家庭醫學科,內科,外科,兒科,婦產科,骨科,神經科,神經外科,泌尿科,耳鼻喉科,眼科,皮膚科,精神科,復健科,麻醉科,放射診斷科,放射腫瘤科,解剖病理科,臨床病理科,核子醫學科,急診醫學科,整形外科,職業醫學科,西醫一般科,牙醫一般科,中醫一般科,"
佛教慈濟醫療財團法人大林慈濟醫院,嘉義縣大林鎮平林里民生路2號,"家庭醫學科,內科,外科,兒科,婦產科,骨科,神經科,神經外科,泌尿科,耳鼻喉科,眼科,皮膚科,精神科,復健科,麻醉科,放射診斷科,放射腫瘤科,解剖病理科,臨床病理科,核子醫學科,急診醫學科,整形外科,職業醫學科,西醫一般科,牙醫一般科,中醫一般科,"
張皮膚科診所,屏東縣屏東市重慶路２９號,"皮膚科,"
寶建醫療社團法人寶建醫院,屏東縣屏東市中山路119、123號,"家庭醫學科,內科,外科,兒科,婦產科,骨科,神經科,神經外科,泌尿科,耳鼻喉科,眼科,皮膚科,精神科,復健科,麻醉科,放射診斷科,放射腫瘤科,解剖病理科,急診醫學科,整形外科,牙醫一般科,"
屏東榮民總醫院,屏東縣屏東市崇武里榮總東路1號,"家庭醫學科,內科,外科,兒科,婦產科,骨科,神經科,神經外科,泌尿科,耳鼻喉科,眼科,皮膚科,復健科,麻醉科,放射診斷科,放射腫瘤科,核子醫學科,急診醫學科,整形外科,職業醫學科,牙醫一般科,中醫一般科,"
衛生福利部屏東醫院,屏東縣屏東市自由路２７０號,"家庭醫學科,內科,外科,兒科,婦產科,骨科,神經科,神經外科,泌尿科,耳鼻喉科,皮膚科,精神科,復健科,麻醉科,放射診斷科,放射腫瘤科,解剖病理科,急診醫學科,整形外科,職業醫學科,牙醫一般科,中醫一般科,"
屏基醫療財團法人屏東基督教醫院,屏東縣屏東市大連路６０號,"家庭醫學科,內科,外科,兒科,婦產科,骨科,神經科,神經外科,泌尿科,耳鼻喉科,精神科,復健科,麻醉科,放射診斷科,放射腫瘤科,解剖病理科,核子醫學科,急診醫學科,整形外科,職業醫學科,牙醫一般科,中醫一般科,"
安泰醫療社團法人安泰醫院,屏東縣東港鎮中正路一段210號,"家庭醫學科,內科,外科,兒科,婦產科,骨科,神經科,神經外科,泌尿科,耳鼻喉科,眼科,皮膚科,精神科,復健科,麻醉科,放射診斷科,放射腫瘤科,解剖病理科,核子醫學科,急診醫學科,整形外科,職業醫學科,牙醫一般科,"
輔英科技大學附設醫院,屏東縣東港鎮中山路５號,"家庭醫學科,內科,外科,兒科,婦產科,骨科,神經科,神經外科,泌尿科,耳鼻喉科,眼科,皮膚科,精神科,復健科,麻醉科,放射診斷科,解剖病理科,急診醫學科,整形外科,"
臺灣基督教門諾會醫療財團法人門諾醫院,花蓮縣花蓮市民權路４４號,"家庭醫學科,內科,外科,兒科,婦產科,骨科,神經科,神經外科,泌尿科,耳鼻喉科,眼科,皮膚科,精神科,復健科,麻醉科,放射診斷科,放射腫瘤科,解剖病理科,核子醫學科,急診醫學科,整形外科,牙醫一般科,中醫一般科,"
佛教慈濟醫療財團法人花蓮慈濟醫院,花蓮縣花蓮市中央路三段７０７號,"家庭醫學科,內科,外科,兒科,婦產科,骨科,神經科,神經外科,泌尿科,耳鼻喉科,眼科,皮膚科,精神科,復健科,麻醉科,放射診斷科,放射腫瘤科,解剖病理科,臨床病理科,核子醫學科,急診醫學科,整形外科,職業醫學科,西醫一般科,牙醫一般科,中醫一般科,"
臺北榮民總醫院鳳林分院,花蓮縣鳳林鎮中正路一段2號,"內科,外科,泌尿科,眼科,精神科,放射診斷科,急診醫學科,整形外科,西醫一般科,"
國軍花蓮總醫院附設民眾診療服務處,花蓮縣新城鄉嘉里路163號,"家庭醫學科,內科,外科,兒科,婦產科,骨科,神經科,神經外科,泌尿科,精神科,復健科,麻醉科,放射診斷科,解剖病理科,急診醫學科,整形外科,牙醫一般科,中醫一般科,"
臺北榮民總醫院臺東分院,臺東縣臺東市更生路1000號,"家庭醫學科,內科,外科,骨科,泌尿科,皮膚科,精神科,復健科,放射診斷科,中醫一般科,"
衛生福利部臺東醫院,臺東縣臺東市五權街１號,"家庭醫學科,內科,外科,兒科,婦產科,骨科,泌尿科,眼科,皮膚科,精神科,復健科,麻醉科,放射診斷科,急診醫學科,牙醫一般科,中醫一般科,"
衛生福利部金門醫院,金門縣金湖鎮復興路2號,"家庭醫學科,內科,外科,兒科,婦產科,骨科,神經科,神經外科,泌尿科,耳鼻喉科,眼科,皮膚科,精神科,復健科,麻醉科,放射診斷科,急診醫學科,牙醫一般科,"
